MAG_Id	total_length	num_contigs	N50	GC_content	Anvio-Comp	Anvio-Red	Unique_markers	Multicopy	Domain
TARA_PSE_MAG_00072	2625566	558	4947	45.68	76.59	2.13	29	0	Bacteria
TARA_PSE_MAG_00073	772086	37	30640	28.67	76.07	2.84	25	0	Bacteria
TARA_PSE_MAG_00074	442426	37	18810	27.86	74.57	1.36	39	0	Bacteria
TARA_PSE_MAG_00075	899033	131	9351	32.32	80.66	8.54	35	6	Bacteria
TARA_PSE_MAG_00076	856888	88	12893	31.57	74.59	3.20	29	0	Bacteria
TARA_PSE_MAG_00077	2765508	74	56388	65.97	74.61	3.64	24	0	Bacteria
TARA_PSE_MAG_00078	1165688	128	11055	41.18	73.35	2.57	33	0	Bacteria
TARA_PSE_MAG_00079	1070654	62	26011	34.63	71.43	0.85	30	0	Bacteria
TARA_PSE_MAG_00080	1156989	192	7158	48.95	75.44	5.10	30	0	Bacteria
TARA_PSE_MAG_00081	726237	43	18373	31.99	70.19	0.00	33	0	Bacteria
TARA_PSE_MAG_00082	2667809	525	5499	66.91	75.38	5.27	30	1	Bacteria
TARA_PSE_MAG_00083	3850852	401	13046	34.64	73.02	3.20	20	0	Bacteria
TARA_PSE_MAG_00084	749413	41	31705	29.24	70.45	0.63	25	0	Bacteria
TARA_PSE_MAG_00085	618894	105	6889	31.46	71.19	1.61	30	0	Bacteria
TARA_PSE_MAG_00086	1518980	179	10001	41.21	74.56	5.00	30	1	Bacteria
TARA_PSE_MAG_00087	993227	186	5712	44.67	71.67	2.17	35	0	Bacteria
TARA_PSE_MAG_00088	1023053	244	4310	36.76	71.26	2.30	29	0	Bacteria
TARA_PSE_MAG_00089	2032783	294	8065	64.22	72.89	4.07	25	1	Bacteria
TARA_PSE_MAG_00090	1222474	234	5443	27.77	72.90	4.51	29	0	Bacteria
TARA_PSE_MAG_00091	1295258	283	4571	56.27	72.19	4.22	30	0	Bacteria
TARA_PSE_MAG_00092	619516	57	14062	28.25	70.20	2.53	24	1	Bacteria
TARA_PSE_MAG_00093	1620450	114	19516	28.64	70.22	3.05	21	0	Bacteria
TARA_PSE_MAG_00094	811977	188	4263	48.59	70.29	3.69	37	0	Bacteria
TARA_PSE_MAG_00095	2779108	353	9622	64.26	72.46	7.12	29	2	Bacteria
TARA_PSE_MAG_00096	1531211	323	5175	42.82	70.49	6.51	28	1	Bacteria
TARA_PSE_MAG_00097	3892905	846	4684	56.38	67.53	5.23	24	2	Bacteria
TARA_PSE_MAG_00098	3881530	515	9652	36.19	62.29	3.02	19	0	Bacteria
TARA_PSE_MAG_00099	2362758	457	5643	49.08	58.42	0.74	21	0	Bacteria
TARA_PSE_MAG_00100	2687641	607	4398	54.88	61.82	4.22	27	1	Bacteria
TARA_PSE_MAG_00101	2557726	394	7805	64.60	59.05	1.48	18	0	Bacteria
TARA_PSE_MAG_00102	2707112	676	4141	54.08	56.62	0.36	24	2	Bacteria
TARA_PSE_MAG_00103	3242486	563	6472	63.65	55.58	3.42	15	1	Bacteria
TARA_PSE_MAG_00104	4696093	78	88962	48.62	54.36	3.69	15	0	Bacteria
TARA_PSE_MAG_00105	2335055	500	4921	50.95	49.96	0.00	25	0	Bacteria
TARA_PSE_MAG_00106	3409887	291	16834	61.82	52.40	3.82	11	0	Bacteria
TARA_PSE_MAG_00107	2021841	476	4254	36.96	49.85	1.39	24	0	Bacteria
TARA_PSE_MAG_00108	2142463	550	3914	52.83	48.68	1.44	26	0	Bacteria
TARA_PSE_MAG_00109	2531001	293	11499	63.93	50.38	3.42	11	1	Bacteria
TARA_PSE_MAG_00110	2124994	392	6154	40.53	47.17	1.79	7	0	Bacteria
TARA_PSE_MAG_00111	2970621	352	10742	60.84	48.66	4.58	13	0	Bacteria
TARA_PSE_MAG_00112	2660708	318	10654	67.69	45.23	1.43	13	0	Bacteria
TARA_PSE_MAG_00113	3613878	327	14586	61.46	46.18	3.06	8	0	Bacteria
TARA_PSE_MAG_00114	2258363	502	4470	35.72	45.82	3.20	16	0	Bacteria
TARA_PSE_MAG_00115	2875896	700	4189	44.71	43.13	0.58	17	0	Bacteria
TARA_PSE_MAG_00116	4148751	94	65098	53.28	47.68	5.79	9	0	Bacteria
TARA_PSE_MAG_00117	3490265	246	22740	45.01	43.90	3.24	12	0	Bacteria
TARA_PSE_MAG_00118	3648165	464	9818	43.43	42.11	1.66	16	0	Bacteria
TARA_PSE_MAG_00119	2062126	483	4294	63.81	40.86	1.21	11	0	Bacteria
TARA_PSE_MAG_00120	2768210	415	7714	56.75	42.68	4.05	9	0	Bacteria
TARA_PSE_MAG_00121	2355103	517	4738	59.07	41.88	4.11	18	0	Bacteria
TARA_PSE_MAG_00122	2267139	549	4153	55.48	35.80	0.00	11	0	Bacteria
TARA_PSE_MAG_00123	2964488	367	10350	58.04	41.68	5.95	8	0	Bacteria
TARA_PSE_MAG_00124	2025031	424	4487	63.63	40.15	5.00	14	0	Bacteria
TARA_PSE_MAG_00125	2530321	281	12485	59.55	40.28	5.53	10	0	Bacteria
TARA_PSE_MAG_00126	2062872	421	5207	40.37	34.44	0.99	11	0	Bacteria
TARA_PSE_MAG_00127	2433815	400	7068	34.96	33.01	0.18	23	0	Bacteria
TARA_PSE_MAG_00128	2560385	568	4741	41.93	36.06	4.85	10	0	Bacteria
TARA_PSE_MAG_00130	2657260	345	10379	44.61	30.44	2.79	6	0	Bacteria
TARA_PSE_MAG_00131	2122955	187	15597	27.46	28.78	1.48	6	0	Bacteria
TARA_PSE_MAG_00132	4212701	222	34216	40.73	29.75	3.24	7	0	Bacteria
TARA_PSE_MAG_00133	2637354	483	5801	46.56	29.65	3.50	2	0	Bacteria
TARA_PSE_MAG_00134	3312014	429	9815	61.58	23.33	1.21	4	0	Bacteria
TARA_PSE_MAG_00135	2090215	340	6911	45.05	22.79	0.85	3	0	Bacteria
TARA_PSE_MAG_00138	2171009	538	3955	53.32	24.98	4.22	4	1	Bacteria
TARA_PSE_MAG_00139	2763675	737	3671	38.03	21.72	1.16	5	0	Bacteria
TARA_PSE_MAG_00141	2108771	363	6522	58.57	22.57	3.02	5	0	Bacteria
TARA_PSE_MAG_00142	3126293	428	9145	61.86	18.85	0.80	3	0	Bacteria
TARA_PSE_MAG_00143	2167782	292	8770	61.39	19.62	2.28	1	0	Bacteria
TARA_PSE_MAG_00144	3839010	251	23028	41.21	16.20	0.63	2	0	Bacteria
TARA_PSE_MAG_00145	3014065	599	5355	34.97	13.58	0.62	12	0	Bacteria
TARA_PSE_MAG_00146	2264863	477	5012	52.61	13.78	1.03	3	0	Bacteria
TARA_PSE_MAG_00148	2350930	515	4647	44.22	8.94	0.00	0	0	Bacteria
TARA_PSE_MAG_00150	3163741	488	8039	38.97	7.41	0.62	4	0	Bacteria
TARA_PSW_MAG_00001	3838149	37	185411	42.79	98.47	3.02	43	0	Bacteria
TARA_PSW_MAG_00002	1969578	13	221488	40.56	97.66	2.50	43	0	Bacteria
TARA_PSW_MAG_00003	2692266	34	124475	35.32	98.33	3.75	43	0	Bacteria
TARA_PSW_MAG_00004	4269650	83	92616	65.99	98.69	4.38	43	0	Bacteria
TARA_PSW_MAG_00005	3628000	20	351879	62.40	98.69	4.38	43	0	Bacteria
TARA_PSW_MAG_00006	1608685	37	67260	39.07	94.91	0.63	42	0	Bacteria
TARA_PSW_MAG_00007	1564183	93	28076	43.30	96.22	2.35	43	0	Bacteria
TARA_PSW_MAG_00008	3606880	14	366411	43.59	97.44	3.57	43	0	Bacteria
TARA_PSW_MAG_00009	3228337	105	51316	36.01	97.48	3.75	42	0	Bacteria
TARA_PSW_MAG_00010	2084563	18	143913	31.02	98.47	4.82	43	0	Bacteria
TARA_PSW_MAG_00011	1368843	27	105654	36.08	98.47	4.83	43	0	Bacteria
TARA_PSW_MAG_00012	2877209	65	97129	34.73	98.24	4.92	42	0	Bacteria
TARA_PSW_MAG_00013	3667697	118	48153	52.57	97.70	4.42	43	0	Bacteria
TARA_PSW_MAG_00014	1388985	20	127892	37.30	98.06	4.83	43	0	Bacteria
TARA_PSW_MAG_00015	6210113	37	240152	42.59	96.89	3.93	43	0	Bacteria
TARA_PSW_MAG_00016	3020619	59	88046	45.00	97.43	4.56	43	0	Bacteria
TARA_PSW_MAG_00017	5964731	305	30356	67.94	97.84	5.04	43	0	Bacteria
TARA_PSW_MAG_00018	5864649	113	79495	49.98	97.30	4.56	42	0	Bacteria
TARA_PSW_MAG_00019	2261306	155	25909	42.65	96.12	3.42	43	0	Bacteria
TARA_PSW_MAG_00020	6607997	143	72460	70.11	98.47	6.13	42	1	Bacteria
TARA_PSW_MAG_00021	1162385	84	18245	40.85	94.68	2.39	42	1	Bacteria
TARA_PSW_MAG_00022	4264159	412	14712	34.96	96.13	3.94	42	1	Bacteria
TARA_PSW_MAG_00023	3006533	240	17804	64.47	95.95	4.29	42	0	Bacteria
TARA_PSW_MAG_00024	1569057	117	17956	50.75	96.44	4.82	40	0	Bacteria
TARA_PSW_MAG_00025	3994083	183	30987	67.95	96.31	4.96	42	0	Bacteria
TARA_PSW_MAG_00026	5995730	405	20964	53.07	97.12	5.95	39	0	Bacteria
TARA_PSW_MAG_00027	4645294	164	52746	48.41	93.55	2.42	43	0	Bacteria
TARA_PSW_MAG_00028	3968077	68	85181	64.60	97.17	6.10	42	0	Bacteria
TARA_PSW_MAG_00029	3033342	109	41165	67.97	98.06	7.31	39	3	Bacteria
TARA_PSW_MAG_00030	4528474	215	31659	51.71	97.17	6.47	43	0	Bacteria
TARA_PSW_MAG_00031	5328746	128	101765	54.15	98.29	8.71	43	0	Bacteria
TARA_PSW_MAG_00032	4510814	247	25629	65.98	94.00	4.60	35	0	Bacteria
TARA_PSW_MAG_00033	1761169	227	8587	40.45	92.29	3.15	42	0	Bacteria
TARA_PSW_MAG_00034	4650632	31	209346	53.00	91.79	2.75	41	0	Bacteria
TARA_PSW_MAG_00035	10305056	270	60837	51.18	96.94	8.25	41	2	Bacteria
TARA_PSW_MAG_00036	1165348	101	15852	35.66	92.28	3.98	41	0	Bacteria
TARA_PSW_MAG_00037	1553977	202	9636	37.58	92.25	4.36	42	0	Bacteria
TARA_PSW_MAG_00038	2954043	500	7006	55.99	90.04	2.17	42	0	Bacteria
TARA_PSW_MAG_00039	715158	29	77172	33.46	89.36	1.54	40	0	Bacteria
TARA_PSW_MAG_00040	3100748	145	31972	57.78	92.96	5.59	39	1	Bacteria
TARA_PSW_MAG_00041	1570910	58	43357	30.48	92.69	5.65	41	1	Bacteria
TARA_PSW_MAG_00042	1605991	162	15359	38.40	89.55	2.73	40	0	Bacteria
TARA_PSW_MAG_00044	1151636	165	8678	31.38	89.59	3.49	38	2	Bacteria
TARA_PSW_MAG_00045	2758566	382	8856	54.90	93.89	8.18	40	2	Bacteria
TARA_PSW_MAG_00046	4422249	189	38055	65.75	92.06	6.52	35	0	Bacteria
TARA_PSW_MAG_00047	2170786	254	11200	37.05	90.96	5.47	41	0	Bacteria
TARA_PSW_MAG_00048	1681719	167	13600	29.84	88.99	4.31	36	0	Bacteria
TARA_PSW_MAG_00049	1821452	183	14314	45.89	90.19	6.26	40	0	Bacteria
TARA_PSW_MAG_00050	4438983	650	8153	69.77	88.42	4.65	38	0	Bacteria
TARA_PSW_MAG_00051	806303	115	8536	47.54	86.61	3.08	38	1	Bacteria
TARA_PSW_MAG_00052	639254	10	153100	39.54	84.96	2.28	39	1	Bacteria
TARA_PSW_MAG_00053	5651584	601	12019	48.78	91.58	9.15	34	7	Bacteria
TARA_PSW_MAG_00054	1428841	178	10483	30.04	85.41	3.24	34	2	Bacteria
TARA_PSW_MAG_00058	4643332	628	8739	47.13	85.93	4.54	38	0	Bacteria
TARA_PSW_MAG_00059	1293109	73	23565	29.72	85.34	4.15	40	0	Bacteria
TARA_PSW_MAG_00060	2442486	312	9388	49.62	85.59	4.60	38	0	Bacteria
TARA_PSW_MAG_00061	1322691	145	12321	32.15	82.26	1.32	39	0	Bacteria
TARA_PSW_MAG_00062	3467416	576	6976	61.31	86.24	5.45	38	1	Bacteria
TARA_PSW_MAG_00063	2851959	279	14042	67.11	85.19	4.72	38	0	Bacteria
TARA_PSW_MAG_00064	3020418	521	6343	56.20	85.49	5.26	36	2	Bacteria
TARA_PSW_MAG_00065	3071969	378	9923	44.75	82.21	3.02	34	0	Bacteria
TARA_PSW_MAG_00066	2033721	101	33069	52.76	83.02	3.93	39	0	Bacteria
TARA_PSW_MAG_00067	3369141	609	6130	38.72	79.84	0.96	34	1	Bacteria
TARA_PSW_MAG_00068	1330506	140	13836	29.55	80.78	1.99	38	0	Bacteria
TARA_PSW_MAG_00069	1781453	273	7986	39.24	84.75	5.96	39	1	Bacteria
TARA_PSW_MAG_00070	2545416	376	8044	54.09	79.19	0.74	39	0	Bacteria
TARA_PSW_MAG_00071	4675294	535	11092	54.49	81.89	3.56	35	0	Bacteria
TARA_PSW_MAG_00072	4095537	814	5461	53.14	81.56	3.38	33	1	Bacteria
TARA_PSW_MAG_00074	1189144	130	11539	31.90	80.54	3.36	34	1	Bacteria
TARA_PSW_MAG_00076	3567362	430	10800	43.96	83.99	6.88	37	0	Bacteria
TARA_PSW_MAG_00077	1568171	266	7112	46.92	80.86	4.36	32	2	Bacteria
TARA_PSW_MAG_00078	670241	96	9898	33.46	77.72	1.59	39	0	Bacteria
TARA_PSW_MAG_00079	4535052	315	22121	65.73	81.39	5.63	28	0	Bacteria
TARA_PSW_MAG_00080	2324340	306	8906	53.78	76.62	0.96	37	0	Bacteria
TARA_PSW_MAG_00081	934890	145	7475	31.15	75.75	0.23	36	0	Bacteria
TARA_PSW_MAG_00082	3172990	517	7367	67.33	76.36	0.98	33	1	Bacteria
TARA_PSW_MAG_00083	2531449	463	5957	50.14	76.86	1.54	41	0	Bacteria
TARA_PSW_MAG_00084	2974357	490	6869	52.87	77.60	3.96	32	2	Bacteria
TARA_PSW_MAG_00085	1173499	225	5594	30.01	78.06	4.99	31	1	Bacteria
TARA_PSW_MAG_00087	3847299	641	6909	52.39	78.57	5.90	32	0	Bacteria
TARA_PSW_MAG_00088	1188083	164	9226	28.90	72.73	0.36	31	1	Bacteria
TARA_PSW_MAG_00089	2103552	316	7959	54.34	80.68	8.78	30	3	Bacteria
TARA_PSW_MAG_00090	2079206	261	9741	31.44	75.70	4.01	29	0	Bacteria
TARA_PSW_MAG_00091	1990882	397	5466	46.45	74.77	3.26	31	1	Bacteria
TARA_PSW_MAG_00092	1074595	46	64482	33.83	78.97	7.60	28	6	Bacteria
TARA_PSW_MAG_00093	3260113	442	8526	38.86	77.18	5.92	31	1	Bacteria
TARA_PSW_MAG_00095	3237080	488	7921	69.32	76.72	6.39	28	0	Bacteria
TARA_PSW_MAG_00096	1706461	195	12086	29.21	71.22	1.77	33	0	Bacteria
TARA_PSW_MAG_00097	3564951	583	7271	49.04	70.89	1.57	35	0	Bacteria
TARA_PSW_MAG_00098	715149	52	19815	29.70	72.26	3.60	30	0	Bacteria
TARA_PSW_MAG_00099	3256549	100	55827	63.52	76.04	7.73	31	1	Bacteria
TARA_PSW_MAG_00100	1384155	218	7250	28.18	74.80	6.51	30	1	Bacteria
TARA_PSW_MAG_00103	888812	181	5118	28.21	74.55	7.06	37	2	Bacteria
TARA_PSW_MAG_00104	2111061	354	6823	32.67	72.60	5.59	31	0	Bacteria
TARA_PSW_MAG_00105	2354673	543	4427	57.33	65.11	0.23	28	1	Bacteria
TARA_PSW_MAG_00106	2248577	378	6947	45.02	67.70	3.35	30	0	Bacteria
TARA_PSW_MAG_00107	4545094	926	5161	52.82	65.79	2.13	29	1	Bacteria
TARA_PSW_MAG_00108	2120707	433	5302	42.46	64.30	1.45	27	2	Bacteria
TARA_PSW_MAG_00109	2014779	401	5202	54.03	67.96	5.70	29	2	Bacteria
TARA_PSW_MAG_00110	2214525	468	4998	55.40	60.04	1.16	27	0	Bacteria
TARA_PSW_MAG_00111	3697401	163	41879	61.61	64.67	6.35	27	0	Bacteria
TARA_PSW_MAG_00112	3080469	723	4280	38.99	63.49	5.90	24	5	Bacteria
TARA_PSW_MAG_00113	2435607	271	11476	57.55	55.05	0.63	18	0	Bacteria
TARA_PSW_MAG_00114	2586877	119	32613	33.80	56.88	3.60	21	0	Bacteria
TARA_PSW_MAG_00115	2686481	578	4799	56.52	57.22	4.48	24	2	Bacteria
TARA_PSW_MAG_00116	2413023	117	33430	57.32	55.42	3.24	18	0	Bacteria
TARA_PSW_MAG_00117	2244900	467	5054	38.99	54.81	3.42	24	0	Bacteria
TARA_PSW_MAG_00118	2094419	525	3959	51.62	53.04	1.79	24	0	Bacteria
TARA_PSW_MAG_00119	4122879	92	64091	44.86	51.52	3.87	13	0	Bacteria
TARA_PSW_MAG_00120	2577900	605	4312	50.23	49.20	2.98	20	1	Bacteria
TARA_PSW_MAG_00121	2064102	551	3643	42.03	46.94	1.32	20	1	Bacteria
TARA_PSW_MAG_00122	3243661	657	5338	47.83	45.69	1.52	19	0	Bacteria
TARA_PSW_MAG_00123	2656216	540	4986	66.86	45.07	1.54	17	0	Bacteria
TARA_PSW_MAG_00124	2516850	641	3923	60.11	42.77	0.18	17	0	Bacteria
TARA_PSW_MAG_00125	2159895	336	7252	53.13	41.97	0.58	17	0	Bacteria
TARA_PSW_MAG_00126	2600752	636	4133	46.84	37.00	0.80	17	0	Bacteria
TARA_PSW_MAG_00127	3449400	479	8642	49.88	34.03	0.76	13	0	Bacteria
TARA_PSW_MAG_00128	3169933	657	4658	62.27	37.78	4.66	11	2	Bacteria
TARA_PSW_MAG_00129	2607126	521	5426	44.97	32.19	1.43	9	0	Bacteria
TARA_PSW_MAG_00130	4027331	480	10413	52.57	33.46	6.01	7	1	Bacteria
TARA_PSW_MAG_00132	2086233	309	7740	50.68	22.18	2.75	6	0	Bacteria
TARA_PSW_MAG_00134	2227252	536	4073	62.13	18.10	0.58	5	0	Bacteria
TARA_RED_MAG_00001	2849757	10	657617	64.85	98.87	4.38	43	0	Bacteria
TARA_RED_MAG_00002	2177492	86	43120	35.75	95.72	1.36	41	0	Bacteria
TARA_RED_MAG_00003	2006846	24	129267	43.37	98.24	4.20	43	0	Bacteria
TARA_RED_MAG_00004	2103638	32	89886	37.12	97.48	4.20	43	0	Bacteria
TARA_RED_MAG_00005	2210524	48	64611	41.34	97.84	4.56	43	0	Bacteria
TARA_RED_MAG_00006	3754020	107	49852	49.73	97.26	4.00	43	0	Bacteria
TARA_RED_MAG_00007	2516156	78	49495	61.89	97.52	4.42	39	1	Bacteria
TARA_RED_MAG_00008	3017963	74	60672	51.07	97.07	4.19	41	1	Bacteria
TARA_RED_MAG_00009	930732	61	25712	30.27	96.40	4.20	43	0	Bacteria
TARA_RED_MAG_00010	1469377	47	72588	40.58	96.31	4.15	41	0	Bacteria
TARA_RED_MAG_00011	3454774	363	13358	53.56	93.57	1.54	42	0	Bacteria
TARA_RED_MAG_00012	3161333	101	55549	48.27	96.52	4.60	43	0	Bacteria
TARA_RED_MAG_00013	3133563	16	343235	58.48	97.25	5.45	43	0	Bacteria
TARA_RED_MAG_00014	1613292	33	82197	38.39	94.20	2.51	41	0	Bacteria
TARA_RED_MAG_00015	1291189	27	92870	29.04	95.63	4.16	43	0	Bacteria
TARA_RED_MAG_00016	1961043	54	72153	41.21	92.52	1.08	40	0	Bacteria
TARA_RED_MAG_00017	1486584	178	11176	30.38	92.58	1.21	41	1	Bacteria
TARA_RED_MAG_00019	1853706	37	95114	35.58	93.29	1.99	40	0	Bacteria
TARA_RED_MAG_00020	5284871	179	51559	62.42	96.22	5.21	43	0	Bacteria
TARA_RED_MAG_00022	3655333	42	188874	51.33	96.34	5.63	43	0	Bacteria
TARA_RED_MAG_00023	1532452	27	93475	30.60	93.78	3.24	41	0	Bacteria
TARA_RED_MAG_00024	4064886	233	28824	54.82	96.58	6.13	43	0	Bacteria
TARA_RED_MAG_00025	2082691	191	15963	44.16	94.45	4.34	41	1	Bacteria
TARA_RED_MAG_00026	3586771	325	14968	58.60	95.23	5.41	43	0	Bacteria
TARA_RED_MAG_00027	967104	34	48392	29.92	94.99	5.29	43	0	Bacteria
TARA_RED_MAG_00028	1208415	35	74717	33.60	93.20	3.75	41	1	Bacteria
TARA_RED_MAG_00029	1969490	315	7258	41.38	90.00	0.92	40	0	Bacteria
TARA_RED_MAG_00030	4023354	151	43321	66.84	95.86	6.79	41	1	Bacteria
TARA_RED_MAG_00031	1182310	16	207728	40.86	93.07	4.20	41	0	Bacteria
TARA_RED_MAG_00032	4199784	433	13166	62.94	90.89	2.26	42	0	Bacteria
TARA_RED_MAG_00033	1522479	34	71319	38.84	92.15	3.97	39	0	Bacteria
TARA_RED_MAG_00034	2440868	84	42715	53.55	91.92	3.75	42	0	Bacteria
TARA_RED_MAG_00035	1182977	74	32011	24.96	93.25	5.82	43	0	Bacteria
TARA_RED_MAG_00036	5793787	323	29040	62.28	92.85	5.44	42	0	Bacteria
TARA_RED_MAG_00037	2018209	245	10199	52.48	92.99	5.99	41	0	Bacteria
TARA_RED_MAG_00038	1318137	137	12397	31.63	93.97	7.01	41	1	Bacteria
TARA_RED_MAG_00039	1880932	167	16305	46.26	91.52	4.89	39	1	Bacteria
TARA_RED_MAG_00040	2112073	248	11173	54.69	91.55	5.10	37	0	Bacteria
TARA_RED_MAG_00041	2113769	76	57468	53.37	90.31	3.93	41	0	Bacteria
TARA_RED_MAG_00042	1689602	150	17673	31.86	86.88	0.63	37	0	Bacteria
TARA_RED_MAG_00043	1626385	261	7748	40.87	89.54	3.78	37	2	Bacteria
TARA_RED_MAG_00044	1286805	95	21924	35.95	88.96	3.35	42	0	Bacteria
TARA_RED_MAG_00045	2493810	335	8932	42.69	87.99	2.75	37	1	Bacteria
TARA_RED_MAG_00046	1522052	202	9969	28.98	88.54	3.42	37	0	Bacteria
TARA_RED_MAG_00047	2014207	19	516159	40.97	87.52	2.72	40	0	Bacteria
TARA_RED_MAG_00048	2804542	123	39082	59.77	88.48	3.78	38	0	Bacteria
TARA_RED_MAG_00050	5396596	640	10721	60.65	89.60	5.03	40	0	Bacteria
TARA_RED_MAG_00051	1519328	167	11941	27.99	86.47	3.25	37	0	Bacteria
TARA_RED_MAG_00052	1198370	61	34896	33.37	84.38	1.25	35	0	Bacteria
TARA_RED_MAG_00053	1204038	122	14077	33.80	86.58	3.53	38	0	Bacteria
TARA_RED_MAG_00054	1859610	98	29960	44.61	85.49	3.57	43	0	Bacteria
TARA_RED_MAG_00056	1204778	147	10530	34.19	86.04	4.74	38	0	Bacteria
TARA_RED_MAG_00057	5339993	629	10779	57.62	83.90	2.87	34	0	Bacteria
TARA_RED_MAG_00058	2210067	237	12179	34.65	82.75	2.35	37	0	Bacteria
TARA_RED_MAG_00059	993069	83	16056	29.65	81.38	1.93	33	3	Bacteria
TARA_RED_MAG_00060	3809448	400	13622	58.51	83.97	4.67	39	0	Bacteria
TARA_RED_MAG_00061	1643467	231	8372	43.60	83.51	4.33	35	0	Bacteria
TARA_RED_MAG_00063	2808044	382	9096	61.20	83.37	5.33	41	0	Bacteria
TARA_RED_MAG_00064	1443958	180	10820	42.15	81.80	3.83	32	1	Bacteria
TARA_RED_MAG_00065	1366999	111	22446	51.43	78.84	1.95	39	1	Bacteria
TARA_RED_MAG_00066	1134492	82	24193	47.41	78.73	2.17	37	1	Bacteria
TARA_RED_MAG_00067	1889920	355	5832	53.55	79.52	3.49	35	1	Bacteria
TARA_RED_MAG_00068	1088927	178	7227	31.27	77.47	1.91	39	0	Bacteria
TARA_RED_MAG_00069	1204139	44	73875	45.31	75.29	0.23	34	0	Bacteria
TARA_RED_MAG_00070	1580741	165	13676	44.77	76.58	1.54	34	2	Bacteria
TARA_RED_MAG_00071	2057091	338	7128	57.53	78.18	3.38	35	1	Bacteria
TARA_RED_MAG_00073	372010	41	9000	31.34	76.64	2.46	41	0	Bacteria
TARA_RED_MAG_00074	1989264	429	4815	51.96	75.81	1.65	38	0	Bacteria
TARA_RED_MAG_00075	831198	22	95775	31.23	74.85	1.36	37	0	Bacteria
TARA_RED_MAG_00076	1865826	262	8646	61.50	75.54	2.21	35	0	Bacteria
TARA_RED_MAG_00077	911956	24	132055	43.03	73.48	0.63	36	0	Bacteria
TARA_RED_MAG_00078	4310680	854	5532	52.22	78.80	6.46	34	1	Bacteria
TARA_RED_MAG_00080	599984	35	24380	33.52	75.73	3.53	36	1	Bacteria
TARA_RED_MAG_00081	4159930	653	7387	67.96	74.29	2.13	32	0	Bacteria
TARA_RED_MAG_00082	946334	92	12600	35.63	72.54	0.58	30	0	Bacteria
TARA_RED_MAG_00083	1203399	188	7005	45.86	79.16	7.28	34	0	Bacteria
TARA_RED_MAG_00084	5144742	495	14063	55.98	80.03	8.23	37	1	Bacteria
TARA_RED_MAG_00085	1812972	62	41356	58.87	73.26	2.35	40	0	Bacteria
TARA_RED_MAG_00086	1273133	60	33285	29.81	75.59	5.04	24	0	Bacteria
TARA_RED_MAG_00087	1483655	289	5463	43.46	77.36	6.96	36	3	Bacteria
TARA_RED_MAG_00089	489080	48	17184	29.74	72.10	2.18	39	0	Bacteria
TARA_RED_MAG_00091	2284967	391	6483	57.14	73.34	4.80	28	0	Bacteria
TARA_RED_MAG_00092	2069335	70	62936	35.46	71.99	3.46	30	0	Bacteria
TARA_RED_MAG_00093	6139921	335	29219	56.37	72.98	6.35	29	0	Bacteria
TARA_RED_MAG_00094	2522684	519	5134	51.80	68.71	2.79	28	0	Bacteria
TARA_RED_MAG_00095	1225469	122	16127	28.43	73.86	7.98	25	0	Bacteria
TARA_RED_MAG_00096	2055416	445	4400	42.78	67.32	1.91	33	0	Bacteria
TARA_RED_MAG_00097	2016806	486	4178	62.86	67.14	2.84	26	1	Bacteria
TARA_RED_MAG_00098	2227220	397	6572	50.63	65.31	1.72	32	0	Bacteria
TARA_RED_MAG_00099	2023840	364	6300	33.80	65.87	3.38	28	1	Bacteria
TARA_RED_MAG_00100	2061494	511	4067	48.82	60.67	0.85	29	1	Bacteria
TARA_RED_MAG_00101	2501429	555	4513	62.27	63.44	3.72	24	0	Bacteria
TARA_RED_MAG_00102	2168506	408	5647	58.08	54.28	2.05	22	0	Bacteria
TARA_RED_MAG_00103	2983347	440	8008	62.59	58.27	6.76	18	3	Bacteria
TARA_RED_MAG_00104	2927257	496	6485	57.30	53.51	2.37	24	0	Bacteria
TARA_RED_MAG_00105	2068332	380	5835	65.18	52.02	1.61	12	0	Bacteria
TARA_RED_MAG_00106	2443502	517	4879	38.99	51.83	1.61	16	0	Bacteria
TARA_RED_MAG_00107	2566664	497	5637	63.39	50.68	2.05	18	0	Bacteria
TARA_RED_MAG_00108	2063185	371	6049	52.13	51.33	2.80	25	0	Bacteria
TARA_RED_MAG_00109	2708472	105	41167	62.89	49.71	3.46	10	0	Bacteria
TARA_RED_MAG_00110	2154784	15	219019	39.79	48.09	3.46	10	0	Bacteria
TARA_RED_MAG_00111	2205644	384	6331	63.70	38.66	0.00	22	0	Bacteria
TARA_RED_MAG_00113	2497024	542	4741	58.52	30.07	0.00	10	0	Bacteria
TARA_RED_MAG_00115	2184876	474	4770	48.47	31.66	4.70	18	0	Bacteria
TARA_RED_MAG_00117	3555685	95	81794	59.22	22.93	2.61	1	0	Bacteria
TARA_RED_MAG_00120	2288213	535	4309	63.53	15.83	3.02	3	0	Bacteria
TARA_RED_MAG_00121	3274009	540	6769	59.95	14.20	1.85	1	0	Bacteria
TARA_RED_MAG_00122	2449984	619	3823	26.77	5.60	0.58	2	0	Bacteria
TARA_RED_MAG_00123	2096511	139	31520	28.00	1.57	0.76	0	0	Bacteria
TARA_SOC_MAG_00001	2320476	23	140807	47.54	98.69	4.20	43	0	Bacteria
TARA_SOC_MAG_00002	4429622	109	60000	48.74	96.52	4.20	43	0	Bacteria
